fid,field_1,field_2,field_3,FORM_CODE,IGME_NAME,HYDRO_CODE,H1,SAMPLE_1
"552","23.2636","40.4019","-1.4185","M4.Pli,l",Πολύγυρος - Βασιλικά - Κασάνδρα - Επανωμή,"42","207",409.990936279297
"553","23.0638","40.7349","-13.9455",H.l,Θέρμη - Λαχανάς,"111","145",91.0511245727539
"554","23.1637","40.7349","-15.1994",qt,Θέρμη,"223","155",150.955032348633
"555","23.0971","40.7349","-16.6652",H.l,Θέρμη - Λαχανάς,"111","145",86.3437805175781
"556","23.1304","40.7349","-17.7684",Q.cs1,Θέρμη,"111","146",101.779685974121
"557","23.197","40.7349","-11.5751",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","163",226.250259399414
"558","23.0971","40.7016","-13.5607",water_surf,Θέρμη,"0","143",71.1227264404297
"559","23.1304","40.7016","-17.3365",water_surf,Θέρμη,"0","142",68.9005355834961
"560","23.1637","40.7016","-16.8274",water_surf,Θέρμη,"0","143",72.8979568481445
"561","23.197","40.7016","-13.2678",H.l,Θέρμη,"5","144",83.676513671875
"562","23.0971","40.6683","-4.5634",H.l,Θέρμη,"5","146",90.1926193237305
"563","23.1304","40.6683","-10.308",water_surf,Θέρμη,"0","144",76.525520324707
"564","23.1637","40.6683","-14.6094",water_surf,Θέρμη,"0","142",67.5
"565","23.197","40.6683","-16.8438",water_surf,Θέρμη,"0","143",67.5
"566","23.2303","40.7016","-10.2728",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","153",178.391387939453
"567","23.0305","40.7016","-1.796",Q.cs1,Θέρμη,"311","154",130.525833129883
"568","23.0305","40.6683","9.4911",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","211",478.127777099609
"569","23.0638","40.6683","0.7732",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","170",232.809631347656
"570","23.0305","40.635","22.4562","T-Jm,ph",Θέρμη - Θεσσαλονίκη,"323","211",448.340759277344
"571","23.0638","40.635","15.5794",gn2,Θέρμη - Θεσσαλονίκη,"223","217",587.832580566406
"572","23.197","40.635","-9.2568",Pt.t3.l,Θέρμη,"111","149",112.736701965332
"573","23.2303","40.635","-13.5667",Pt.t3.l,Θέρμη,"111","149",99.1573181152344
"574","23.1637","40.635","-2.2053",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","170",256.710540771484
"575","23.197","40.6017","0.7217",Pt.t2.c,Θέρμη,"111","166",226.270172119141
"576","23.0305","40.6017","27.391",M4-Pli.l,Θέρμη - Θεσσαλονίκη,"411","169",257.254913330078
"577","23.0638","40.6017","27.9367","sch,gn",Θέρμη - Πολύγυρος - Βασιλικά - Θεσσαλονίκη - Ζαγκλιβέρι,"222","200",371.499237060547
"578","23.1304","40.635","3.8066",Pt.t1.c,Θέρμη,"311","174",255.961563110352
"579","23.1304","40.6017","14.5135",gn2,Θέρμη - Ζαγκλιβέρι,"223","219",712.181762695312
"580","23.0971","40.5684","26.4762","sch,gn",Θέρμη - Πολύγυρος - Βασιλικά - Θεσσαλονίκη - Ζαγκλιβέρι,"222","217",597.420104980469
"581","23.0638","40.5684","27.819",M4-Pli.l,Θέρμη - Θεσσαλονίκη,"411","193",340.240020751953
"582","23.0638","40.5351","12.1314",M4-Pli.l,Θέρμη,"411","149",119.601921081543
"583","23.0971","40.5351","19.0069",θ1,Θέρμη,"222","192",392.032806396484
"584","23.1304","40.5684","21.0331","sch,gn",Θέρμη - Πολύγυρος - Βασιλικά - Θεσσαλονίκη - Ζαγκλιβέρι,"222","220",738.46728515625
"585","23.1637","40.5684","15.4269","sch,gn",Θέρμη - Πολύγυρος - Βασιλικά - Θεσσαλονίκη - Ζαγκλιβέρι,"222","219",738.251708984375
"586","23.0305","40.5351","4.7738",Pt.t3.l,Θέρμη,"111","137",47.5589332580566
"587","23.1304","40.5351","22.1356","sch,gn",Θέρμη - Πολύγυρος - Βασιλικά - Θεσσαλονίκη - Ζαγκλιβέρι,"222","168",251.942474365234
"588","23.2303","40.5018","14.7784","sch,gn",Θέρμη - Πολύγυρος - Βασιλικά - Θεσσαλονίκη - Ζαγκλιβέρι,"222","220",798.110961914062
"589","23.0971","40.635","9.9447",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","212",370.050598144531
"590","23.0305","40.5018","-5.6546",Pt-t3.l,Θέρμη - Βασιλικά - Θεσσαλονίκη,"111","127",25.3245658874512
"591","23.1637","40.5018","15.0206",θ1,Θέρμη - Βασιλικά,"222","163",179.6796875
"592","23.197","40.5018","18.8411","sch,gn",Θέρμη - Πολύγυρος - Βασιλικά - Θεσσαλονίκη - Ζαγκλιβέρι,"222","217",513.210205078125
"593","23.1304","40.5018","6.8751",Pt-t3.l,Θέρμη - Βασιλικά,"111","144",80.8724670410156
"594","23.0971","40.5018","1.0082",H.l,Θέρμη - Βασιλικά - Θεσσαλονίκη,"5","140",48.775032043457
"595","23.4301","40.7349","18.7422",ab-gn2,Ζαγκλιβέρι - Σταυρός - Σοχός - Σιτοχώριον,"323","216",566.276550292969
"596","23.4634","40.7016","17.6542",ab-gn2,Ζαγκλιβέρι - Σταυρός - Σοχός - Σιτοχώριον,"323","168",302.719024658203
"597","23.3302","40.7016","-11.9409",Pt.t3.1,Ζαγκλιβέρι,"111","143",83.8831100463867
"598","23.3635","40.7016","-7.2642",Pt.t3.1,Ζαγκλιβέρι,"111","139",55.6587524414062
"599","23.4967","40.7016","25.2271","sch,gn",Ζαγκλιβέρι,"412","150",159.963470458984
"600","23.2636","40.7016","-8.724",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","155",196.558044433594
"601","23.3968","40.6683","-5.7336",water_surf,Ζαγκλιβέρι - Σταυρός,"0","132",34
"602","23.4301","40.6683","-1.4131",water_surf,Ζαγκλιβέρι - Σταυρός,"0","132",34
"603","23.4634","40.6683","-0.5462",Q.cs2,Ζαγκλιβέρι,"121","135",38.8720474243164
"604","23.4301","40.635","-3.8048",M4-Pli.l,Ζαγκλιβέρι,"411","152",126.428024291992
"605","23.4634","40.635","-0.4228",al,Ζαγκλιβέρι,"111","143",57.6328582763672
"606","23.4301","40.6017","-0.8262",M4-Pli.l,Ζαγκλιβέρι,"411","153",150.00553894043
"607","23.4634","40.6017","5.1673",M4-Pli.l,Ζαγκλιβέρι,"411","149",119.24730682373
"608","23.4301","40.5684","0.3383",M4-Pli.l,Ζαγκλιβέρι,"411","153",144.094177246094
"609","23.4634","40.5684","2.4843",M4-Pli.l,Ζαγκλιβέρι,"411","155",161.246887207031
"610","23.4301","40.5351","-3.5362",M4-Pli.l,Ζαγκλιβέρι -Πολύγυρος,"411","158",189.762390136719
"611","23.4634","40.5351","-3.8278",M4-Pli.l,Ζαγκλιβέρι,"411","167",241.64567565918
"612","23.4301","40.5018","-6.2506",M4-Pli.l,Ζαγκλιβέρι -Πολύγυρος,"411","197",383.789398193359
"613","23.4634","40.5018","-6.1297",M4-Pli.l,Ζαγκλιβέρι -Πολύγυρος,"411","188",354.518280029297
"614","23.2969","40.635","-8.6587",gn2,Ζαγκλιβέρι,"413","186",342.601959228516
"615","23.3302","40.635","-10.0057",gn2,Ζαγκλιβέρι,"413","216",537.962646484375
"616","23.2969","40.6017","-4.6545",gn2,Ζαγκλιβέρι,"413","179",306.918151855469
"617","23.3302","40.6017","-6.8728",γ2,Ζαγκλιβέρι,"222","197",425.334564208984
"618","23.3635","40.635","-10.7089",γ2,Ζαγκλιβέρι,"222","205",473.477111816406
"619","23.3968","40.635","-7.9239",γ2,Ζαγκλιβέρι,"222","185",324.318664550781
"620","23.3635","40.6017","-7.6468",H.lk,Ζαγκλιβέρι,"411","208",456.146301269531
"621","23.3968","40.6017","-5.4627","sch(θ,n)",Ζαγκλιβέρι,"413","172",261.108306884766
"622","23.3302","40.5684","-6.8182",gn2,Ζαγκλιβέρι,"413","163",217.453002929688
"623","23.3635","40.5684","-4.3428",γ2,Ζαγκλιβέρι,"222","172",264.159545898438
"624","23.3968","40.5684","-1.2355",γ2,Ζαγκλιβέρι,"222","164",222.435180664062
"625","23.2636","40.6017","-5.5462","T-Jm,ph",Ζαγκλιβέρι,"323","157",206.85498046875
"626","23.3635","40.5351","-5.0744",M4-Pli.l,Ζαγκλιβέρι,"411","167",234.892074584961
"627","23.3302","40.5351","-6.4935","Tm-s.k,d",Ζαγκλιβέρι,"2211","184",318.939117431641
"628","23.3635","40.5018","-9.6726","T-Jm,mr",Ζαγκλιβέρι -Πολύγυρος,"2111","207",451.156555175781
"629","23.3968","40.5018","-7.8576",Pt-t2.c,Ζαγκλιβέρι,"111","185",324.473114013672
"630","23.3302","40.5018","-8.9379",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","214",497.705535888672
"631","23.2636","40.6683","-14.9037",Pt.t3.1,Ζαγκλιβέρι,"111","143",90.1373596191406
"632","23.2969","40.6683","-13.7644",Pt.t3.1,Θέρμη - Ζαγκλιβέρι,"111","141",64.0649795532227
"633","23.2303","40.6683","-17.1901",H.l,Θέρμη - Ζαγκλιβέρι,"3","144",79.2568435668945
"634","23.3302","40.6683","-15.4452",H.l,Θέρμη - Ζαγκλιβέρι,"311","138",43.7214584350586
"635","23.2636","40.635","-11.2207",Pt.t3.1,Θέρμη - Ζαγκλιβέρι,"111","152",134.942459106445
"636","23.1637","40.6017","8.7483",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","203",438.364044189453
"637","23.2303","40.6017","-5.8798",Pt-t2.c,Θέρμη - Ζαγκλιβέρι,"111","164",220.044845581055
"638","23.197","40.5684","6.6958",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","216",570.007507324219
"639","23.2303","40.5684","-2.751",Pt-t2.c,Θέρμη - Ζαγκλιβέρι,"111","198",364.059814453125
"640","23.2636","40.5684","-6.0439",Pt.t2.c,Θέρμη - Ζαγκλιβέρι,"111","168",232.72721862793
"641","23.2969","40.5684","-6.5365",Pt.t2.c,Θέρμη - Ζαγκλιβέρι,"111","161",207.907348632812
"642","23.2636","40.5351","1.577",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","216",565.380798339844
"643","23.2969","40.5351","-3.6699",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","217",573.625183105469
"644","23.1637","40.5351","21.8382","sch,gn",Θέρμη - Πολύγυρος - Βασιλικά - Θεσσαλονίκη - Ζαγκλιβέρι,"222","206",421.621795654297
"645","23.197","40.5351","15.9463","sch,gn",Θέρμη - Πολύγυρος - Βασιλικά - Θεσσαλονίκη - Ζαγκλιβέρι,"222","222",714.3701171875
"646","23.2303","40.5351","8.7116",gn2,Θέρμη - Ζαγκλιβέρι,"223","219",600.414611816406
"647","23.2636","40.5018","6.2765",Ji-m?.ag,Θέρμη - Ζαγκλιβέρι - Πολύγυρος,"413","222",824.968322753906
"648","23.2969","40.5018","-2.9704",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","216",529.993591308594
"649","23.2969","40.4685","-0.9844",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","219",651.504821777344
"650","23.3302","40.4685","-6.5636",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","216",547.589050292969
"651","23.3635","40.4685","-8.6442",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","209",451.156188964844
"652","23.3968","40.5351","-3.1286",M4-Pli.l,Ζαγκλιβέρι -Πολύγυρος,"411","159",196.884567260742
"653","23.4967","40.5018","-7.0982",γ2,Ζαγκλιβέρι - Πολύγυρος - Αρναία - Σταυρός,"222","199",363.917724609375
"654","23.53","40.5018","-7.5696",γ2,Ζαγκλιβέρι - Πολύγυρος - Αρναία - Σταυρός,"222","196",378.121978759766
"655","23.5633","40.5018","-3.8632",γ2,Ζαγκλιβέρι - Πολύγυρος - Αρναία - Σταυρός,"222","214",511.564361572266
"656","23.53","40.3353","3.4587",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","187",281.032073974609
"657","23.4967","40.5351","-2.9003",M4-Pli.l,Ζαγκλιβέρι - Σταυρός,"411","163",206.555648803711
"658","23.4967","40.5684","5.4658",γ2,Ζαγκλιβέρι - Πολύγυρος - Αρναία - Σταυρός,"222","162",195.582870483398
"659","23.5966","40.5684","9.4224",gn2,Ζαγκλιβέρι - Σταυρός,"413","197",332.283782958984
"660","23.53","40.5351","-0.4237",γ2,Ζαγκλιβέρι - Πολύγυρος - Αρναία - Σταυρός,"222","185",312.017639160156
"661","23.5633","40.5351","4.2316",γ2,Ζαγκλιβέρι - Πολύγυρος - Αρναία - Σταυρός,"222","192",391.184234619141
"662","23.4967","40.6017","9.3315",M4-Pli.l,Ζαγκλιβέρι - Σταυρός,"411","151",132.358123779297
"663","23.4967","40.635","2.0995",H.lk,Ζαγκλιβέρι - Σταυρός,"411","140",53.9028816223145
"664","23.53","40.635","2.4566",water_surf,Ζαγκλιβέρι - Σταυρός,"0","132",34
"665","23.6632","40.5351","5.1106",gn2,Ζαγκλιβέρι - Σταυρός,"413","219",675.560607910156
"666","23.3635","40.6683","-13.0876",water_surf,Ζαγκλιβέρι - Σταυρός,"0","134",34
"667","23.4967","40.6683","2.9588",water_surf,Ζαγκλιβέρι - Σταυρός,"0","132",34
"668","23.53","40.6683","7.0517",water_surf,Ζαγκλιβέρι - Σταυρός,"0","132",34
"669","23.5633","40.6683","5.5337",water_surf,Ζαγκλιβέρι - Σταυρός,"0","132",34
"670","23.4967","40.7349","31.4426",ab-gn2,Ζαγκλιβέρι - Σταυρός - Σοχός - Σιτοχώριον,"323","216",557.183349609375
"671","23.53","40.7016","25.2229",ab,Ζαγκλιβέρι - Σταυρός,"323","196",441.532653808594
"672","23.5633","40.7016","17.3907",ab,Ζαγκλιβέρι - Σταυρός,"323","202",464.632904052734
"673","23.3968","40.7016","3.5996",Pt.t3.1,Ζαγκλιβέρι - Σταυρός,"111","141",70.0512161254883
"674","23.4301","40.7016","12.017",ab-gn2,Ζαγκλιβέρι - Σταυρός - Σοχός - Σιτοχώριον,"323","144",154.212554931641
"675","23.7631","40.6017","-0.2058",Pt,- Σταυρός - Στρατονίκη,"211","115",14.5964803695679
"676","23.7631","40.5684","-0.9192","gn,bi",- Σταυρός - Στρατονίκη,"323","161",209.407241821289
"677","23.7964","40.5684","-0.3903",(gn)Pz,Στρατονίκη,"323","163",207.159271240234
"678","23.8297","40.5351","7.4224",γ.n,Στρατονίκη,"322","166",213.823440551758
"679","23.7964","40.5351","3.0923","gn,bi",- Σταυρός - Στρατονίκη,"323","218",647.114624023438
"680","23.7964","40.5018","10.9275",gn2,- Στρατονίκη,"413","156",159.744537353516
"681","23.7298","40.5018","3.4524",gn2,- Αρναία - Σταυρός - Ιερισσός - Στρατονίκη,"413","216",528.992797851562
"682","23.7631","40.5018","5.2811",gn2,- Αρναία - Σταυρός - Ιερισσός - Στρατονίκη,"413","185",320.891326904297
"683","23.7964","40.4685","15.4318",gn2,- Αρναία - Σταυρός - Ιερισσός - Στρατονίκη,"413","141",80.5499267578125
"684","23.7298","40.635","-6.4719","gn,bi",- Σταυρός - Στρατονίκη,"323","215",481.243438720703
"685","23.6965","40.6017","-10.0135","gn,bi",- Σταυρός - Στρατονίκη,"323","166",236.518524169922
"686","23.7298","40.5684","0.9201","gn,bi",- Σταυρός - Στρατονίκη,"323","196",383.362060546875
"687","23.7298","40.5351","3.1574","gn,bi",- Σταυρός - Στρατονίκη,"323","218",698.396301269531
"688","23.7631","40.5351","1.8454","gn,bi",- Σταυρός - Στρατονίκη,"323","218",691.173645019531
"689","23.863","40.5351","9.2575","gn,bi",- Σταυρός - Στρατονίκη,"323","192",308.954345703125
"690","23.8963","40.5351","5.8604","gn,bi",- Σταυρός - Στρατονίκη,"323","159",202.571151733398
"691","23.6965","40.2021","-17.7997",γ1.n,Σιθωνία,"222","130",68.2649230957031
"692","23.7631","40.2021","-15.0599",al,Σιθωνία,"311","141",10.1848630905151
"693","23.7631","40.1688","-17.8298",γ1.n,Σιθωνία,"222","172",249.391967773438
"694","23.7964","40.1688","-17.6725",γ1.n,Σιθωνία,"222","187",319.140502929688
"695","23.8297","40.1688","-23.716",γ1.n,Σιθωνία,"222","172",205.508773803711
"696","23.7631","40.1355","-11.2772",al,Σιθωνία,"121","104",7.77156686782837
"697","23.7964","40.1355","-18.7099",T-Jm.st,Σιθωνία,"323","163",116.93717956543
"698","23.8297","40.1355","-24.3489",γ1.n,Σιθωνία,"222","200",411.420471191406
"699","23.7964","40.1022","-7.5046",T-Jm.st,Σιθωνία,"323","146",106.749786376953
"700","23.8297","40.1022","-7.805",γ1.n,Σιθωνία,"222","192",403.367279052734
"701","23.863","40.1688","-29.049",T-Jm.st,Σιθωνία,"223","149",50.2059440612793
"702","23.7298","40.1688","-16.9845",γ1.n,Σιθωνία,"222","146",71.1802215576172
"703","23.863","40.1355","-27.1621",γ1.n,Σιθωνία,"222","218",619.574523925781
"704","23.8963","40.1355","-27.8971",γ1.n,Σιθωνία,"222","210",462.589874267578
"705","23.9296","40.1355","-22.7029",γ1.n,Σιθωνία,"222","148",95.0176773071289
"706","23.863","40.1022","-7.462",γ1.n,Σιθωνία,"222","215",492.883422851562
"707","23.8963","40.1022","-11.408",γ1.n,Σιθωνία,"222","217",589.92626953125
"708","23.9296","40.1022","-17.9214",γ1.n,Σιθωνία,"222","190",404.577331542969
"709","23.9629","40.1022","-17.8998",γ1.n,Σιθωνία,"222","150",155.854705810547
"710","23.8297","40.0689","3.715","T-Jm,ph",Σιθωνία,"413","190",324.778686523438
"711","23.863","40.0689","6.321",γ1.n,Σιθωνία,"222","176",262.048126220703
"712","23.8963","40.0689","5.7176",γ1.n,Σιθωνία,"222","185",344.609069824219
"713","23.9296","40.0689","-2.1667",γ1.n,Σιθωνία,"222","186",375.217926025391
"714","23.9629","40.0689","-10.7766",γ1.n,Σιθωνία,"222","163",174.351745605469
"715","23.9962","40.0689","-6.6565",ab,Σιθωνία,"413","141",37.723804473877
"716","23.8297","40.0356","7.7972","sch,gn",Σιθωνία,"413","142",65.5226669311523
"717","23.863","40.0356","1.4786",γ1.n,Σιθωνία,"222","158",191.867584228516
"718","23.8963","40.0356","-1.0882",γ1.n,Σιθωνία,"222","171",194.412963867188
"719","23.9296","40.0356","-4.8273",γ1.n,Σιθωνία,"222","147",180.642272949219
"720","23.9629","40.0356","-10.06",al,Σιθωνία,"111","113",10.9802703857422
"721","23.8963","40.0023","5.5093",γ1.n,Σιθωνία,"222","144",51.8270034790039
"722","23.9296","40.0023","0.4818",γ1.n,Σιθωνία,"222","156",147.931686401367
"723","23.9629","40.0023","0.3282",γ1.n,Σιθωνία,"222","161",191.118804931641
"724","23.9962","40.0023","7.3385",γ1.n,Σιθωνία,"222","149",89.7236709594727
"725","23.9296","39.969","14.2043","sch,gn",Σιθωνία,"413","140",80.0709686279297
"726","23.9629","39.969","11.5327","sch,gn",Σιθωνία,"413","151",90.2820358276367
"727","23.7964","40.0689","3.6605","T-Jm,ph",Σιθωνία,"413","147",83.9341201782227
"728","23.5966","40.2687","7.509",T-Jm.st,- Αρναία - Νικήτας,"323","171",240.303527832031
"729","23.6299","40.2687","-14.0684",T-Jm.st,- Αρναία - Νικήτας,"323","175",261.305633544922
"730","23.6632","40.2687","-27.179",T-Jm.st,- Αρναία - Νικήτας,"323","158",183.734939575195
"731","23.6299","40.2354","-3.6165",M4-Pli.mk,- Αρναία - Νικήτας,"2211","142",63.8308334350586
"732","23.6632","40.2354","-20.262",M4-Pli.mk,- Αρναία - Νικήτας,"2211","148",92.9089660644531
"733","23.6965","40.2687","-25.6404",M4-Pli.mk,- Αρναία - Νικήτας,"2211","145",104.961067199707
"734","23.6965","40.2354","-26.7944",M4-Pli.mk,- Αρναία - Νικήτας,"2211","157",103.068771362305
"735","23.7298","40.2021","-21.9276",γ1.n,Σιθωνία,"222","150",170.292984008789
"736","24.1294","40.3353","-18.9428",mr2,Καρυές,"2132","157",139.458679199219
"737","24.1627","40.3353","-0.9109",(gn)Pz-gn2,Καρυές,"323","183",297.093963623047
"738","24.1294","40.302","-12.8112","γ,n,απ-sch",Καρυές,"322","161",167.841033935547
"739","24.1627","40.302","-7.2991",mr2,Καρυές,"2132","165",167.491256713867
"740","24.196","40.302","6.4482",gn2,- Καρυές - Άθως,"413","153",145.407562255859
"741","24.2293","40.302","20.1706",gn2,- Καρυές - Άθως,"413","193",303.640502929688
"742","24.196","40.2687","11.5977",ab,Καρυές,"323","186",351.555725097656
"743","24.2293","40.2687","9.5886",gn2,- Καρυές - Άθως,"413","212",541.402587890625
"744","24.2626","40.2687","17.293",(gn)Pz-gn2,Καρυές,"413","161",235.309127807617
"745","24.2293","40.2354","0.6849",γ.bi-sch,- Καρυές - Άθως,"322","210",457.727996826172
"746","24.2626","40.2354","-7.8834",γ.bi-sch,- Καρυές - Άθως,"322","185",451.8271484375
"747","24.2959","40.2354","0.8794",γ.bi-sch,- Καρυές - Άθως,"322","116",140.164459228516
"748","24.2293","40.2021","4.9465",γ.bi-sch,- Καρυές - Άθως,"322","180",259.941436767578
"749","24.2626","40.2021","-16.1433",γ.bi,Άθως,"322","218",766.179626464844
"750","24.2959","40.2021","-28.9697",γ.bi,Άθως,"322","215",531.118591308594
"751","24.3292","40.2021","-9.7803","sch,gn",Άθως,"413","151",141.430679321289
"752","24.2959","40.1688","-21.5327","sch,gn",Άθως,"413","218",636.522399902344
"753","24.3292","40.1688","-18.0518","sch,gn",Άθως,"413","226",1053.34594726562
"754","24.3625","40.1688","-1.1702",Tm-s?.k,Άθως,"2111","226",949.571228027344
"755","24.2959","40.1355","3.3623","sch,gn",Άθως,"413","207",237.905807495117
"756","24.3292","40.1355","-7.7988",Tm-s?.k,Άθως,"2111","215",674.727966308594
"757","24.3625","40.1355","-1.0542",Tm-s?.k,Άθως,"2111","144",138.619415283203
"758","24.0961","40.3353","-25.3552","γ,n,απ",Καρυές,"322","159",192.956268310547
"759","24.0961","40.302","-6.9537","γ,n,απ",Καρυές,"322","160",241.126907348633
"760","22.8973","40.7349","19.7956",θ2,- Θεσσαλονίκη - Κιλκίς,"222","200",386.053466796875
"761","22.9306","40.7349","16.478",gn2,Θεσσαλονίκη,"413","170",258.859375
"762","22.9639","40.7349","10.2914",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","188",346.378875732422
"763","22.9306","40.7016","21.5463",M4-Pli.l,Θεσσαλονίκη,"411","147",109.19563293457
"764","22.9639","40.7016","17.4099",gn2,Θεσσαλονίκη,"413","157",164.58283996582
"765","22.7641","40.7349","18.2173",M4-Pli.l,Θεσσαλονίκη,"411","138",54.3730354309082
"766","22.7974","40.7349","25.264","Ms-Plι.s,c",- Θέρμη - Θεσσαλονίκη - Κουφάλια - Κιλκίς,"311","141",59.3971481323242
"767","22.7641","40.7016","12.4854",H,- Πλατύ - Θεσσαλονίκη,"111","104",5.38338994979858
"768","22.7974","40.7016","19.5815",H,- Πλατύ - Θεσσαλονίκη,"111","110",8.20548343658447
"769","22.9972","40.7016","8.7459",T-Jm.st,Θέρμη - Ζαγκλιβέρι - Πολύγυρος - Αρναία - Θεσσαλονίκη - Κιλκίς,"323","196",396.45263671875
"770","22.9972","40.6683","22.0519",q,- Θεσσαλονίκη,"322","183",350.958099365234
"771","22.9639","40.6683","30.5299","M4-Pli.st,m",- Θέρμη - Θεσσαλονίκη,"221","151",102.282737731934
"772","22.9306","40.4019","-10.3569","M4-Pli.st,m",- Βασιλικά - Επανωμή - Θεσσαλονίκη,"221","126",28.9342041015625
"773","22.8307","40.6017","4.5411",H,- Πλατύ - Θεσσαλονίκη,"111","99",-0.922943651676178
"774","22.6975","40.6683","-6.3728",water_surf,- Πλατύ,"0","105",4.52863693237305
"775","22.6975","40.635","-14.7725",H,Πλατύ,"111","103",3.3086576461792
"776","22.6975","40.6017","-11.0602",H,Πλατύ,"111","102",1.95477592945099
"777","22.6975","40.5684","-4.332",H,Πλατύ,"111","101",0.488958537578583
"778","22.531","40.7349","-5.1972",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","105",5.37550687789917
"779","22.5976","40.7349","-5.0921",Ms-Pli.k,- Πλατύ,"411","131",23.4571437835693
"780","22.6309","40.7349","-2.8227",H,- Πλατύ,"111","109",8.44944095611572
"781","22.6642","40.7349","0.0896",H,- Πλατύ,"121","111",9.66896915435791
"782","22.6309","40.7016","-8.7786",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","106",5.74181270599365
"783","22.6642","40.7016","-4.1129",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","106",6.66337156295776
"784","22.5643","40.7349","-6.4191",Ms,- Πλατύ - Γιαννιτσά - Κουφάλια,"311","107",10.9861392974854
"785","22.6975","40.7016","1.2383",H,- Πλατύ - Θεσσαλονίκη,"111","107",7.44651174545288
"786","22.6642","40.6683","-8.68",H,Πλατύ,"111","104",4.87941884994507
"787","22.6642","40.635","-15.1291",H,Πλατύ,"111","104",4.07662343978882
"788","22.6642","40.6017","-15.4798",H,Πλατύ,"111","102",2.50077891349792
"789","22.6642","40.5684","-10.2113",H,Πλατύ,"111","100",0.442133128643036
"790","22.5976","40.6683","-10.9763",H,Πλατύ,"111","104",7.26294660568237
"791","22.6309","40.6683","-11.1414",H,Πλατύ,"111","104",3.92584443092346
"792","22.5976","40.635","-11.084",H,Πλατύ,"111","102",1.65292465686798
"793","22.6309","40.635","-13.3617",H,Πλατύ,"111","103",3.01224660873413
"794","22.5976","40.6017","-12.7147",H,Πλατύ,"111","102",2.32887649536133
"795","22.6309","40.6017","-15.6006",H,Πλατύ,"111","103",2.74277639389038
"796","22.5976","40.5684","-14.7434",H,Πλατύ,"111","103",2.9638397693634
"797","22.6309","40.5684","-14.8807",H,Πλατύ,"111","101",0.333837062120438
"798","22.531","40.635","-6.9249",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","104",3.52242612838745
"799","22.5643","40.635","-8.2371",H,Πλατύ,"111","103",3.00471091270447
"800","22.531","40.6017","-8.1669",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","105",5.25537729263306
"801","22.5643","40.6017","-9.3612",H,Πλατύ,"111","104",5.88818979263306
