fid,field_1,field_2,field_3,FORM_CODE,IGME_NAME,HYDRO_CODE,H1,SAMPLE_1
"802","22.531","40.5684","-8.6655",H,Πλατύ,"111","105",4.91763687133789
"803","22.5643","40.5684","-11.5405",H,Πλατύ,"111","104",3.89536762237549
"804","22.531","40.5351","-7.5765",H,- Κατερίνη - Κολινδρός - Αλεξάνδρεια - Πλατύ,"111","108",4.58319854736328
"805","22.5643","40.5351","-11.8886",H,- Κατερίνη - Κολινδρός - Αλεξάνδρεια - Πλατύ,"111","103",2.99072647094727
"806","22.5976","40.5351","-13.7452",H,- Πλατύ,"111","102",1.57251131534576
"807","22.6309","40.5351","-12.5257",H,Πλατύ,"111","99",-0.617629945278168
"808","22.6642","40.5351","-8.7594",H,Πλατύ,"111","99",-0.920323967933655
"809","22.7308","40.5684","-1.8602",H,- Πλατύ,"121","100",-0.123678587377071
"810","22.531","40.5018","-5.2079",Ms-Pli.k,- Κατερίνη - Κολινδρός - Αλεξάνδρεια - Πλατύ,"411","131",41.9048385620117
"811","22.5643","40.5018","-8.8507",al,- Κατερίνη - Πλατύ,"111","113",12.6913108825684
"812","22.5976","40.5018","-8.7612",H,- Κατερίνη - Κολινδρός - Αλεξάνδρεια - Πλατύ,"111","102",1.62312054634094
"813","22.7308","40.5351","-4.9925",H,Πλατύ,"311","100",0
"814","22.6309","40.5018","-8.1941",H,- Πλατύ,"121","100",0.321818351745605
"815","22.6975","40.7349","4.3735","Ms-Plι.s,c",- Θέρμη - Θεσσαλονίκη - Κουφάλια - Κιλκίς,"311","133",44.6500854492188
"816","22.7308","40.7349","10.4744","Ms-Plι.s,c",- Θέρμη - Θεσσαλονίκη - Κουφάλια - Κιλκίς,"311","140",40.3212242126465
"817","22.8307","40.7349","28.0681",H,- Πλατύ - Θεσσαλονίκη,"111","130",28.523853302002
"818","22.864","40.7349","24.7235",M4-Pli.l,- Θεσσαλονίκη - Κιλκίς,"411","149",127.560241699219
"819","22.7308","40.7016","6.3302",H,- Πλατύ - Θεσσαλονίκη,"111","106",6.0435209274292
"820","22.8307","40.7016","25.8355",H,- Πλατύ - Θεσσαλονίκη,"111","120",18.6621131896973
"821","22.864","40.7016","27.9744",M4-Pli.l,- Θεσσαλονίκη - Κιλκίς,"411","135",54.8553352355957
"822","22.8973","40.7016","25.1654","M4-Pli.st,m",- Θέρμη - Θεσσαλονίκη,"221","149",115.850730895996
"823","22.7308","40.6683","-2.702",H,- Πλατύ - Θεσσαλονίκη,"111","104",4.08749532699585
"824","22.7641","40.6683","3.1131",H,- Πλατύ - Θεσσαλονίκη,"111","101",1.4425745010376
"825","22.7974","40.6683","8.8785",H,- Πλατύ - Θεσσαλονίκη,"111","105",4.10653400421143
"826","22.8307","40.6683","14.5965",H,- Πλατύ - Θεσσαλονίκη,"111","108",14.4928722381592
"827","22.864","40.6683","19.581",H,- Πλατύ - Θεσσαλονίκη,"111","107",6.43681192398071
"828","22.8973","40.6683","22.7437",H,- Πλατύ - Θεσσαλονίκη,"111","112",25.9039058685303
"829","22.9306","40.6683","27.5525",H,- Πλατύ - Θεσσαλονίκη,"111","136",39.3507995605469
"830","22.7308","40.635","-9.618",H,- Πλατύ - Θεσσαλονίκη,"111","104",3.14217972755432
"831","22.7641","40.635","-3.0292",H,- Πλατύ - Θεσσαλονίκη,"111","102",1.44289326667786
"832","22.7974","40.635","1.1339",H,- Πλατύ - Θεσσαλονίκη,"111","100",0.683468818664551
"833","22.8307","40.635","6.3101",H,- Πλατύ - Θεσσαλονίκη,"111","100",0.179770886898041
"834","22.7308","40.6017","-4.5731",H,- Πλατύ - Θεσσαλονίκη,"111","100",0.0544822327792645
"835","22.7641","40.6017","-1.033",H,- Πλατύ - Θεσσαλονίκη,"111","101",0.707529246807098
"836","22.7974","40.6017","-0.0019",H,- Πλατύ - Θεσσαλονίκη,"111","99",-0.88263738155365
"837","22.7641","40.5684","-2.401",H,- Πλατύ - Θεσσαλονίκη,"111","100",-1.30988848209381
"838","22.7974","40.5684","-2.1324",H,- Πλατύ - Θεσσαλονίκη,"111","100",-0.566511213779449
"839","22.6975","40.5351","-5.7813",H,Πλατύ,"111","99",-1.17008912563324
"840","22.531","40.6683","-5.4879",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","104",1.92802739143372
"841","22.5643","40.6683","-7.6755",H,- Βέροια - Αλεξάνδρεια - Πλατύ - Έδεσσα - Γιαννιτσά - Κουφάλια,"111","103",3.15835070610046
"842","22.5643","40.4685","-5.1079",Ms-Pli.lm,Κατερίνη,"111","141",50.1428031921387
"843","22.5643","40.4352","-2.4525","Ms-Pli.st,m",Κατερίνη,"211","147",101.128349304199
"844","22.5976","40.4352","-3.9886",Pt,Κατερίνη,"121","141",40.8173370361328
"845","22.5643","40.4019","1.1319","Ms-Pli.s,l",- Κατερίνη - Κολινδρός,"211","146",82.0983123779297
"846","22.5976","40.4019","-3.1344",Ms-Pli.lm,Κατερίνη,"111","134",31.0853843688965
"847","22.531","40.4685","-2.4233",Ms-Pli.k,- Κατερίνη - Κολινδρός - Αλεξάνδρεια - Πλατύ,"411","145",109.43399810791
"848","22.531","40.4352","1.2581","Ms-Pli.st,m",Κατερίνη,"211","161",208.954406738281
"849","22.531","40.3686","9.4478","Ms-Pli.st,l",Κατερίνη,"221","152",127.483848571777
"850","22.5643","40.3686","4.8734","Ms-Pli.st,l",Κατερίνη,"221","141",63.0775032043457
"851","22.5976","40.3686","-0.5396","Ms-Pli.st,l",Κατερίνη,"221","141",60.0201759338379
"852","22.531","40.3353","13.5668","Ms-Pli.st,l",Κατερίνη,"221","148",86.4790725708008
"853","22.5643","40.3353","7.9604","Ms-Pli.st,l",Κατερίνη,"221","141",39.0231094360352
"854","22.5976","40.3353","1.8612",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","106",4.5714168548584
"855","22.6309","40.3686","-6.4014","H.l,s",Κατερίνη,"411","100",-0.5
"856","22.6309","40.3353","-3.4737","H.l,s",Κατερίνη,"411","100",-0.0511457435786724
"857","22.5976","40.302","4.1339",al,- Λιτόχωρο - Κονταριώτισα - Κατερίνη - Κολινδρός,"111","106",5.98471546173096
"858","22.5976","40.2687","3.666","H.s,lm2",- Κατερίνη,"311","103",9.03211212158203
"859","22.7641","40.968","1.16",el,Κιλκίς,"411","152",114.138374328613
"860","22.9306","40.968","-7.0939",H.t,- Θεσσαλονίκη - Κιλκίς - Χέρσον,"121","157",161.067092895508
"861","22.7974","40.9347","1.3332","T-Jm,ph",Κιλκίς,"413","154",180.634033203125
"862","22.7974","40.9014","4.6621",J13.c,Κιλκίς,"221","153",123.620635986328
"863","22.8973","40.9347","-11.5609","Tm-s.k,d",Κιλκίς,"2111","155",167.453262329102
"864","22.9972","40.9347","-5.547",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","186",287.711334228516
"865","22.8307","40.9347","-3.7486",Pt.t,- Κιλκίς - Χέρσον - Εύζωνοι,"111","158",194.563171386719
"866","22.864","40.9347","-9.9842",Pt.t2.c,Κιλκίς,"111","154",156.41975402832
"867","22.8307","40.9014","1.8624",Pt.t2.c,Κιλκίς,"111","154",162.519149780273
"868","22.864","40.9014","-2.3825",Pt.t2.c,Κιλκίς,"111","151",130.472579956055
"869","22.8973","40.9014","-6.116",H.t.c,Κιλκίς,"311","150",105.624053955078
"870","22.9306","40.9014","-7.9469",Pt.t3.c,Κιλκίς,"111","162",163.046936035156
"871","22.9306","40.8681","-4.091","Tm-s.k,d",Κιλκίς,"2111","174",281.082855224609
"872","22.9639","40.9014","-8.574",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","163",202.398452758789
"873","22.9972","40.9014","-8.7872",Pt.t1.c,Κιλκίς,"111","187",320.495788574219
"874","22.9639","40.8681","-7.9187",Pt.t1.c,Κιλκίς,"111","167",231.145080566406
"875","22.9972","40.8681","-11.7185",qt,- Κιλκίς - Λαχανάς,"213","171",228.987838745117
"876","22.8973","40.8681","-0.303",H.t.c,Κιλκίς,"111","145",88.0153656005859
"877","22.8973","40.8348","2.0506",H.t.c,Κιλκίς,"111","144",83.6074981689453
"878","22.7974","40.8681","4.9984","H.l,s",Κιλκίς,"121","148",98.410285949707
"879","22.8307","40.8681","5.2518",Pt.t3.c,Κιλκίς,"111","148",100.091110229492
"880","22.864","40.8681","3.4238",Pt.t3.l,Κιλκίς,"42","150",126.533676147461
"881","22.7641","40.8681","5.922","H.l,s",Κιλκίς,"121","138",45.2230606079102
"882","22.864","40.8348","5.0345",H.t.c,Κιλκίς,"111","142",68.2076873779297
"883","22.7974","40.8348","6.6255",H.lk,Κιλκίς,"411","137",52.0473480224609
"884","22.9306","40.8348","0.4684","Tm-s.k,d",Κιλκίς,"2111","149",141.713760375977
"885","22.9639","40.8348","-4.2688","Tm-s.k,d",Κιλκίς,"2111","178",318.094451904297
"886","22.8307","40.8348","7.8077",Pt.t3.l,Κιλκίς,"42","142",58.3000946044922
"887","22.9306","40.8015","1.9284",T-Jm.st,Κιλκίς,"5","158",204.299774169922
"888","22.9639","40.8015","-1.6594",Pt.t1.c,Κιλκίς,"111","159",193.400985717773
"889","22.8973","40.8015","0.4532",Tm-s?.k,Κιλκίς,"2111","178",288.481109619141
"890","22.9306","40.7682","6.5434",el,Κιλκίς,"42","165",210.638854980469
"891","22.864","40.8015","3.4475",el,Κιλκίς,"42","144",112.602844238281
"892","22.9639","40.7682","2.155",H.t.c,- Θέρμη -Κιλκίς - Λαχανάς,"111","152",144.761184692383
"893","22.8307","40.7682","18.9179",M4-Pli.l,- Θεσσαλονίκη - Κιλκίς,"411","145",70.4819946289062
"894","22.864","40.7682","10.3638",θ2,- Θεσσαλονίκη - Κιλκίς,"222","178",322.014465332031
"895","22.8973","40.7682","6.4965",Ji-m?.ag,- Θεσσαλονίκη - Κιλκίς,"413","209",402.497741699219
"896","23.0971","40.968","0.2119",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","218",644.171142578125
"897","23.1304","40.968","3.1814",γ2,Λαχανάς,"222","217",629.560302734375
"898","23.197","40.968","13.5168",gn(Pz)-gn2,Λαχανάς,"413","217",581.452514648438
"899","23.0305","40.968","-2.8863",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","210",462.916961669922
"900","23.0638","40.968","-1.6338",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","216",563.206359863281
"901","23.0305","40.9347","-5.4481",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","209",472.412628173828
"902","23.0638","40.9347","-5.1462",ab,Λαχανάς,"323","216",543.742492675781
"903","23.1637","40.968","8.2446",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","216",559.968444824219
"904","23.2303","40.968","16.7002",ab-gn2,- Λαχανάς - Σοχός - Κερκίνη,"323","217",569.541381835938
"905","23.1637","40.9347","1.4943",Pt.t1.c,- Λαχανάς - Κερκίνη,"111","216",514.370849609375
"906","23.197","40.9347","5.1574",gn(Pz)-gn2,Λαχανάς,"413","217",591.45166015625
"907","23.2303","40.9347","7.6317",γ2,- Λαχανάς - Σοχός,"222","215",466.529266357422
"908","23.0971","40.9347","-4.3015",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","219",707.841064453125
"909","23.1304","40.9347","-2.1697",ab,Λαχανάς,"323","217",592.624816894531
"910","23.1637","40.9014","-4.4066",gn2,Λαχανάς,"323","211",477.856597900391
"911","23.0638","40.8681","-17.7333",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","202",436.537200927734
"912","23.0971","40.8681","-17.2821",ab-gn2,Λαχανάς,"5","215",521.669616699219
"913","23.1304","40.8681","-12.3098",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","201",422.890289306641
"914","23.0638","40.8348","-19.7425",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","185",312.461029052734
"915","23.0971","40.8348","-19.8282",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","200",378.302337646484
"916","23.1304","40.8348","-15.4057",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","212",469.349548339844
"917","23.197","40.8348","-3.1631",H.t.c,Λαχανάς,"311","217",602.004455566406
"918","23.0638","40.8015","-20.7768",Pt.t3.l,Λαχανάς,"42","157",159.165908813477
"919","23.0971","40.8015","-21.9825",Pt.t1.c,Λαχανάς,"111","181",306.824066162109
"920","23.1304","40.8015","-21.0646",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","188",340.888610839844
"921","23.0638","40.7682","-18.1722",H.l,Θέρμη - Λαχανάς,"111","148",109.991973876953
"922","23.0971","40.7682","-19.6075",Pt.t3.l,Θέρμη - Λαχανάς,"42","152",144.623962402344
"923","23.1304","40.7682","-19.833",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","157",186.36376953125
"924","23.1637","40.8015","-15.8847",Pt.t1.c,Λαχανάς,"121","200",405.785278320312
"925","23.0305","40.8015","-18.4746",Q.cs2,Λαχανάς,"311","154",150.041076660156
"926","23.197","40.8015","-9.7505",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","196",420.371337890625
"927","23.197","40.7682","-12.4324",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","202",393.518188476562
"928","22.9639","40.9347","-6.0423",Pt.t1.c,- Κιλκίς - Λαχανάς - Χέρσον,"111","173",256.712982177734
"929","22.9972","40.968","-2.908",ab-gn2,- Κιλκίς - Λαχανάς,"323","189",357.956115722656
"930","23.0305","40.8681","-15.1821",Pt.t1.c,- Κιλκίς - Λαχανάς,"111","184",297.460968017578
"931","22.9972","40.8348","-11.8846",Pt.t1.c,- Κιλκίς - Λαχανάς,"111","163",219.744552612305
"932","23.0305","40.8348","-17.512",Pt.t1.c,- Κιλκίς - Λαχανάς,"111","165",224.589096069336
"933","22.9972","40.8015","-11.5295",Q.cs1,- Κιλκίς - Λαχανάς,"311","154",144.296051025391
"934","22.9972","40.7682","-8.3833",Q.cs2,- Κιλκίς - Λαχανάς,"121","148",110.872688293457
"935","23.0305","40.7682","-15.9927",H.l,Θέρμη - Λαχανάς,"111","147",101.76488494873
"936","23.2636","40.968","17.5867",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","195",389.490661621094
"937","23.2636","40.9347","9.4033",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","206",421.937225341797
"938","23.3302","40.968","15.6192",n.bi,Σοχός,"222","175",271.493927001953
"939","23.3635","40.968","10.8366",Pt.t2.s,- Σοχός - Κερκίνη - Σιδηρόκαστρο,"111","147",96.3565216064453
"940","23.4301","40.968","-4.1323",H.lk,Σοχός,"411","125",25.3399543762207
"941","23.3968","40.9347","15.6196",Pl,- Σοχός - Σιτοχώριον,"211","152",160.204879760742
"942","23.4301","40.9347","13.9064",H.t.s,Σοχός,"111","141",61.588508605957
"943","23.4634","40.9347","8.8824",Pt.t1.s,Σοχός,"121","141",64.9989471435547
"944","23.2969","40.9014","9.4292","n-γ,n",Σοχός,"222","217",545.570007324219
"945","23.3302","40.9014","11.4615",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","219",668.952758789062
"946","23.3635","40.9014","12.8248",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","217",641.248962402344
"947","23.2969","40.8681","10.0352",gn2,Σοχός,"413","220",748.766540527344
"948","23.3302","40.8681","11.5562",gn2,Σοχός,"413","220",759.408264160156
"949","23.3635","40.8681","12.1254",gn,Θέρμη - Ζαγκλιβέρι - Κιλκίς - Λαχανάς - Σοχός - Χέρσον - Καστανούσα - Κερκίνη - Σιδηρόκαστρο,"323","218",646.580017089844
"950","23.3968","40.9014","15.2505",ab-gn2,Σοχός,"323","192",348.825469970703
